member_name,sitting_date,parliamentary_period,parliamentary_session,parliamentary_sitting,political_party,government,member_region,roles,member_gender,speech
ποττακης ανδρεα ιωαννης,08/07/1989,period 5,session 1,sitting 6,πανελληνιο σοσιαλιστικο κινημα,['τζαννετακη τζαννη(02/07/1989-12/10/1989)'],κορινθιας,['βουλευτης'],male," Γιατί είναι προφανές, ότι αν προσφεύγαμε άμεσα στο Λαό, χωρίς ο Συνασπισμός να έχει επιλέξει τον συνεταίρο του, θα ήταν αδύνατο ή ιδιαίτερα δύσκολο, να εξηγήσει γιατί δε δέχτηκε την πρόταση του ΠΑΣΟΚ. Και θα ήταν πολύ πιο δύσκολο να πάρει εξουσιοδότηση από τους ψηφοφόρους του Συνασπισμού, για να συνεργαστεί με τη Δεξιά. Αυτό ήθελε να αποφύγει και το απέφυγε. Και προσπαθεί να το δικαιολογήσει με έναν κικαιώνα αντιφατικών απαντήσεων, αναπάντητων ερωτηματικών, σύγχυσης του νου και του λόγου, που περιπλέκει ακόμα περισσότερο τα πράγματα. Επιχείρημα πρώτο. Δε συνεργάζεται με το ΠΑΣΟΚ, γιατί το ΠΑΣΟΚ είχε ακολουθήσει δεξιά πολιτική. Είναι φανερό ότι την αντιδεξιά πολιτική δεν μπορεί ποτέ να τη φέρει η συνεργασία με τη Δεξιά. Το πολύ-πολύ που θα φέρει, θα είναι το πάγωμα της πολιτικής που εφαρμόζαμε εμείς. Το STATUS QUO δηλαδή. Και κανείς δε διαλέγει, όταν η πολιτική είναι αντιδεξιά για να την απορρίψει δεξιά ή Κυβέρνηση τη συνέχιση της εφαρμογής της. Δεν είναι πειστική η επιχειρηματολογία ""άργησε το ΠΑΣΟΚ να συνειδητοποιήσει και να αποφασίσει όσα πρότεινε"". Ήθελα ειλικρινά να ρωτήσω: Νομίζετε, ότι η Νέα Δημοκρατία δεν άργησε να συνειδητοποιήσει και να προτείνει όσα πρότεινε; Αρνιόταν, μας είπατε, τόσα χρόνια το ΠΑΣΟΚ ό,τι πρότεινε τώρα. Γιατί η Νέα Δημοκρατία δεν τα αρνιόταν; Και αντιλαμβάνεσθε αλήθεια, τι ρήγματα συνείδησης και τι τραύματα ψυχικά θα δημιουργηθούν στο Λαό, αν και εμείς σας ρωτήσουμε το ίδιο; Μήπως και εσείς αργήσατε;   Δεν είναι ασφαλώς επιχείρημα, ότι στην σύμπραξη με τη Νέα Δημοκρατία εξασφαλίζετε 174 ψήφους, ενώ με τη σύμπραξη με το ΠΑΣΟΚ 154, γιατί οι ψήφοι που δίδονται με διαφορετική εντολή δεν αθροίζονται. Η πιο αντιδεξιά ψήφος, θα μπορούσε το πολύ-πολύ να αθροιστεί με αντιδεξιές όχι με δεξιές. Είναι κανόνας όχι μόνο της πολιτικής και της λογικής, αλλά και της μαθηματικής επιστήμης, ότι αθροίζονται μόνο τα ομοειδή αντικείμενα. Το ένα και ένα κάνουν δύο μόνον, όταν είναι ομοειδή.   Αν δεν είναι ομοειδή παραμένουν ένα και άλλο ένα. Οι ιδέες δεν είναι σαν δυο σακιά πατάτες πεταγμένες στην αποθήκη, λέει ένας μεγάλος φιλόσοφος. Το κλίμα που ήταν στραβό και το έφαγε ο γάιδαρος είναι ένα κλίμα και ένας γάιδαρος. Δεν είναι δύο. Το ένα καταβρόχθισε το άλλο.....!   Δεν είναι πειστική η αιτιολογία, ότι το ΠΑΣΟΚ δε δέχθηκε την συνεργασία με τη Νέα Δημοκρατία, γιατί δήθεν φοβήθηκε την κάθαρση. Αν η μόνη σκέψη του ΠΑΣΟΚ ήταν ο φόβος μπροστά στην κάθαρση, θα έκανε τα αδύνατα δυνατά για να μετέχει στις διαδικασίες και όχι για να τις αφήσει ολόκληρες, ατόφιες, από την αρχή μέχρι το τέλος στα χέρια εκδικητικών, όπως αποδεικνύεται, αντιπάλων. Ούτε είναι πειστική η αιτιολογία ότι η Κυβέρνηση αυτή θα δώσει οριστικό τέρμα στον εμφύλιο. Σε ποιον εμφύλιο; Στον εμφύλιο τον τελειωμένο; Κάτι, κάπου έχει μείνει, μας λέτε τόσες μέρες. Τι είναι αυτό; Γιατί δεν το λέτε; Για να δούμε αν άξιζε τόσο βαρύ τίμημα! Γιατί ό,τι και αν είναι αυτό το αντάλλαγμα, οικονομικό μέγεθος θα είναι. Και τα ηθικά και πολιτικά προβλήματα έχουν τελειώσει με τον εμφύλιο και στη ζωή και στην ψυχή του Λαού. Είναι αναπάντητο το ερώτημα γιατί, έστω και με τους ίδιους όρους -που δεν ήταν ίδιοι- επελέγη συνεργασία με τη Νέα Δημοκρατία και όχι με το ΠΑΣΟΚ ή η εμμονή στην αρχική θέση που θα οδηγούσε σε εκλογές, χωρίς να παραγραφούν τα σκάνδαλα. Στις εκλογές που έγιναν το συν 1 έμεινε με δική μας ευθύνη. Και πριμοδότησε με έδρες τη Νέα Δημοκρατία και το ΠΑΣΟΚ. Στις εκλογές που έρχονται, αν θα μείνει το συν 1, θα μείνει με δική σας ευθύνη. Και αν στις προηγούμενες δεν έδωσε πλειοψηφία στη Νέα Δημοκρα-ΣΕΛΙΔΑ 0082τία, η σημερινή σας συμπεριφορά και το συν 1 και με το ΠΑΣΟΚ κατηγορούμενο και στη γωνία, μπορεί να δώσουν τέτοια πλειοψηφία. Και τότε, δε θα μπορεί να υπάρχει δυνατότητα διόρθωσης του λάθους. Δε θα ήθελα να υποθέσω ότι έχετε προαποφασίσει και την επόμενη σύμπραξη με τη δεξιά ακολουθώντας το επιχείρημα: Η επανάληψη του ίδιου πράγματος συναντά μικρότερη αντίσταση.   Μόνο τότε εξηγείται γιατί μπορεί να μη σας βασανίζει η εφιαλτική προοπτική της οριστικής κατάργησης της απλής αναλογικής, όπως άλλωστε δήλωσε ο Αρχηγός της Νέας Δημοκρατίας. Εκτός αν έχετε εξασφαλίσει συμμετοχή και στις επόμενες κυβερνήσεις της δεξιάς. Σ` αυτήν, για να συνταχθεί το κατηγορητήριο. Στην επόμενη, για να γίνουν οι δίκες των Υπουργών. Στη μεθεπόμενη για να γίνουν οι δίκες των μη Υπουργών και πάει λέγοντας. Με ψήφους της Κομμουνιστικής Αριστεράς -το είδαμε και αυτό- να κυβερνήσει η Δεξιά. Δε νομίζω να ελπίζετε ότι θα έρθει ποτέ η στιγμή που θα γίνει το αντίστροφο χάριν της ανταλλαγής. Με ψήφους δηλαδή της Δεξιάς να κυβερνήσει η Κομμουνιστική Αριστερά στη Χώρα μας. Δεν είναι πειστικά, τέλος, για να μη πω ότι είναι φαιδρά τα υπόλοιπα επιχειρήματα, ότι σχηματίσατε μια Κυβέρνηση που δε θα κυβερνά, αλλά θα διοικεί, θα θεάται και θα παγώνει τα θέματα. Δεν πάγωσαν μόνο τα θέματα, πάγωσε και ο ίδιος ο Λαός μας. Αλλά δε θα μείνει παγωμένος. Πολύ σύντομα θα δώσει τη δική του απάντηση. Απ` άκρη σ` άκρη, σε ολόκληρη την Ελλάδα προοδευτικοί πολίτες θα στοιχηθούν και πάλι ο ένας δίπλα στον άλλο για να ρίξουν αυτήν την Κυβέρνηση είτε μέσα στη Βουλή είτε μπροστά στο Λαό σε μια καινούργια Βουλή.  "
πεπονης ιωαννη αναστασιος,08/07/1989,period 5,session 1,sitting 6,πανελληνιο σοσιαλιστικο κινημα,['τζαννετακη τζαννη(02/07/1989-12/10/1989)'],α' αθηνων,['βουλευτης'],male," Κύριε Πρόεδρε, πήρα το λόγο για ν` αναφερθώ στην αγόρευση του κ. Υπουργού Προεδρίας. Θα πρέπει να παραδεχθώ ότι το κείμενο, το οποίο μας διάβασε, επιβεβαιώνει ότι είναι δόκιμος δημοσιογράφος, δόκιμος συγγραφέας και άριστος γνώστης της ελληνικής γλώσσας. Όμως νομίζω ότι ορισμένα από τα σημεία αυτού του κειμένου αδίκησαν τον ίδιο τον κ. Κανελλόπουλο και προπαντός ήλθαν σε σύγκρουση με την αλήθεια, ενώ άλλα σημεία, εδικαίωσαν τις δικές μας ανησυχίες και τις δικές μας εκτιμήσεις. Πρωτ` απ` όλα θα ήθελα να επισημάνω, ότι χρειάζεται ιδιαίτερη έπαρση, έπαρση η οποία δεν αφορά το πρόσωπο του κ. Υπουργού, αλλά την παράταξή του, για να ισχυρισθεί κανείς 'ότι αυτός ο συνεταιρισμός, αυτή η συνεργασία, είναι εκείνη που ανοίγει την ιστορία και ότι όλα όσα έζησε αυτός ο Τόπος, αυτό το Έθνος, αυτός ο Λαός, επί αιώνες ή εν πάση περιπτώσει -δεν ξέρω πού αναφέρεται- κατά τις τελευταίες 10ετίες, αποτελούν απλώς την προϊστορία της πολιτικής ζωής της Ελλάδας. Αλλά θα φύγω απ` αυτό, ελπίζοντας ότι παρασύρθηκε από τη γοητεία την οποία άσκησε η έκφραση απάνω του και παρείδε την ουσία αυτού του οποίου μας εδιάβασε. Είναι όμως αδύνατο να αντιπαρέλθω τον ισχυρισμό του, ότι αρνούνται να παραιτηθούν μετακλητοί υπάλληλοι. Μου κάνει κατάπληξη πώς ένας έγκριτος νομικός περιμένει παραιτήσεις των μετακλητών υπαλλήλων. Είναι πάρα πολύ γνωστό ότι οι μετακλητοί υπάλληλοι, είναι μετακλητοί ακριβώς γιατί δε χρειάζεται να παραιτηθούν. Κατά συνέπεια, εδώ δεν πρόκειται για μια πραγματική ανακρίβεια, αλλά για μια ανεπίτρεπτη για τον κ. Κανελλόπουλο νομική ακυριολεξία. Πέραν αυτού, νομίζω ότι τουλάχιστον ένας από τους συναδέλφους του που κάθονται στα Υπουργικά εδώλια -δεν ξέρω αν βρίσκεται αυτήν τη στιγμή-θα γνωρίζει -και το έχει δηλώσει και στις εφημερίδες- ότι στο γραφείο του -αναφέρομαι στον κ. Υπουργό Ενέργειας- εκκρεμούν δεκάδες, αν όχι και εκατοντάδες παραιτήσεων. Είναι άλλο ζήτημα βέβαια και αναφαίρετο δικαίωμα του κ. Υπουργού να κρίνει αν και πότε θα κάνει δεκτή μία ή πολλές από αυτές τις παραιτήσεις. Αλλά εκεί που εδικαιώθηκαν οι δικές μας ανησυχίες, είναι η επανάληψη από τον κ. Κανελλόπουλο των όσων ακούγαμε εδώ κατά τη διάρκεια που η προηγούμενη Βουλή ελειτουργούσε ως Αναθεωρητική Βουλή. Ακούσαμε και πάλι την άποψη για υπερεξουσίες του Πρωθυπουργού. Ακούσαμε και πάλι την άποψη, ότι θα πρέπει να έχουμε νέα ρύθμιση των σχέσεων Βουλής-λαού και Βουλής και κομμάτων. Εμείς, όπως και εχθές εδήλωσα, νομίζουμε ότι αποκαταστήσαμε τις καλύτερες δυνατές σχέσεις των κομμάτων μέσα στη Βουλή και προπαντός αποκαταστήσαμε τη λειτουργία και την ευθύνη των κομμάτων σε ό,τι αφορά την αντιμετώπιση γνησίων πολιτικών προβλημάτων και επικαλεστήκαμε ακριβώς αυτά τα οποία συνέβησαν ως περίπτωση εφαρμογής αυτών των διατάξεων, ανεξάρτητα από το εάν έγινε καλή ή κακή χρήση των ευκαιριών που προσφέραμε συγκεκριμένα στο τρίτο κόμμα αυτής της Βουλής, που ήταν ουσιαστικά και το τρίτο κόμμα της περασμένης Βουλής. Υπάρχει λοιπόν ένα κρίσιμο ερώτημα το οποίο είχα θέσει και εχθές το πρωί και αποφεύχθηκε οιαδήποτε απάντηση. Πρόκειται για ερώτημα που ενδιαφέρει όλο τον ελληνικό Λαό, που επίσης νομίζω ότι θα έπρεπε να ενδιαφέρει ιδιαίτερα τους κυρίους συναδέλφους της Αριστεράς. Το άρθρο 37 γίνεται αποδεκτό από την Νέα Δημοκρατία ή η Νέα Δημοκρατία, διεκδικώντας πλειοψηφία σε μια επόμενη Βουλή, έχει ως σκοπό να κινήσει, όπως υποσχέθηκε ο κ. Μητσοτάκης, νέα αναθεωρητική διαδικασία; Και να μάθουμε ποιες θα είναι οι κατευθύνσεις αυτής της νέας αναθεωρητικής διαδικασίας; Θα επανέλθουμε ή δε θα επανέλθουμε σ` αυτό που εμείς αποκαλούσαμε υπερεξουσίες του ρυθμιστή του πολιτεύματος; Θα επανέλθουμε ή δε θα επανέλθουμε στην κατάσταση εκείνη κατά την οποία το τρίτο κόμμα, το συγκεκριμένο τρίτο κόμμα, βρισκόταν μόνιμα και με συνταγματική διάταξη στη γωνιά; Με την ευκαιρία αυτή -δεν πρόκειται να επεκταθώ- θα ήθελα να σχολιάσω κάτι το οποίο ελέχθη και εχθές από τον αξιότιμο Αρχηγό της Συμπολίτευσης. Είπε, αναφερόμενος στο ρυθμό με τον οποίο θα προχωρήσουμε συζητώντας τις προτάσεις για σύσταση προανακριτικών επιτροπών, για ενεργοποίηση του άρθρου 86 του Συντάγματος, ότι οι προθεσμίες είναι ασφυκτικές. Θα μου επιτρέψετε να σας υπενθυμίσω, κύριε Αρχηγέ της Συμπολίτευσης, ότι οι προθεσμίες δεν είναι ασφυκτικές, διότι σ' όλες τις πολιτισμένες χώρες, παντού όπου υπάρχει κοινοβουλευτικό πολίτευμα, παντού όπου ο ποινικός νόμος, το ποινικό δίκαιο, διέπονται από τις αρχές του ανθρωπισμού οι οποίες κατ' εξοχήν κρατούν στην Ευρώπη, οι προθεσμίες αποφεύγεται να είναι ασφυκτικές. Και οι προθεσμίες τίθενται πάντοτε, για να επιτρέψουν σε εκείνους οι οποίοι τελούν υπό κατηγορία , άλλοτε δίκαια και άλλοτε άδικα, όπως συμβαίνει εδώ, να ετοιμάσουν την απολογία τους. Και προπαντός τίθενται οι προθεσμίες για να υπάρχουν όλες οι εγγυήσεις, ότι θα απονεμηθεί δικαιοσύνη. Η δικαιοσύνη κύριε Αρχηγέ της Συμπολίτευσης, δεν απονέμεται ούτε στα ανακριτικά γραφεία, δεν απονέμεται ούτε στις ανακριτικές επιτροπές. Απονέμεται στα δικαστήρια, τα οποία στις πολιτισμένες χώρες, όπως η δική μας και όταν ακόμα βρισκόταν κατά τον κ. Κανελλόπουλο στην προϊστορία και δεν είχαμε μπει στην ιστορία στην οποία μπήκαμε πριν από λίγες μέρες! Ακόμα και τότε, η δικαιοσύνη απονέμεται δημόσια, υπό το φως του ελέγχου. Απονέμεται με υπερασπιστές, με εισαγγελείς , με δικαστές. Και το ανακριτικό υλικό επίσης, δεν είναι ανέλεγκτο, γιατί το δικαστήριο καλείται να το ελέγξει, να το κρίνει. Και όπως ξέρετε, συχνά τα δικαστήρια απορρίπτουν εκείνα, τα οποία προκύπτουν ως πόρισμα ανακριτικών διαδικασιών. Κατά συνέπεια, θα ήθελα να ρωτήσω: όταν λέτε ασφυκτικές προθεσμίες, εννοείτε αυτές που προκύπτουν από το νόμο ή εννοείτε αυτές τις οποίες επιβάλει το δικό σας κομματικό συμφέρον, η βιασύνη σας να γίνουν εκλογές; Γιατί κατά την αντίληψη σας τώρα, όπως και κατά την αντίληψη σας το 1985, η Νέα Δημοκρατία βρίσκεται μπροστά στην απόλυτη πλειοψηφία, η οποία ανάμεσα στα άλλα θα την απαλλάξει και από την συνεργασία της, την αναγκαία στήριξη, της Αριστεράς Πτέρυγας.   Δεν υπάρχουν ασφυκτικές προθεσμίες, κύριε Αρχηγέ της Συμπολίτευσης, όταν πρόκειται για την απονομή της δικαιοσύνης. Αν θέλετε προθεσμίες ασφυκτικές, να φέρετε νόμο να τις θεσπίσετε. Οι μόνες προθεσμίες που υπάρχουν είναι εκείνες οι οποίες οδηγούν στην ολοκλήρωση των διαδικασιών, οι οποίες στην προκειμένη περίπτωση θα καταρρίψουν τη συκοφαντία και θα ξαναφέρουν την αποκατάσταση της αλήθειας και των πραγμάτων και θα δώσουν ένα τέρμα στη λασπολογία και στην σκανδαλολογία, ως μέθοδο ασκήσεως πολιτικού ελέγχου και πολιτικής αντιπαράθεσης.  ."
δαμανακη θεοδωρου μαρια,08/07/1989,period 5,session 1,sitting 6,συνασπισμος της αριστερας των κινηματων και της οικολογιας,['τζαννετακη τζαννη(02/07/1989-12/10/1989)'],β' αθηνων,['α αντιπροεδρος βουλης(07/04/1989-21/11/1989)'],female," Έχω μία αίτηση από τους συναδέλφους κυρίους Η. Βουγιουκλάκη και Χ. Φωτόπουλο οι οποίοι ζητούν το λόγο επί του Κανονισμού. Ορίστε, κύριε Βουγιουκλάκη, έχετε δύο λεπτά για να μου πείτε σε ποια συγκεκριμένη διάταξη του Κανονισμού αναφέρεσθε."
βουγιουκλακης ιωαννη ηλιας,08/07/1989,period 5,session 1,sitting 6,νεα δημοκρατια,['τζαννετακη τζαννη(02/07/1989-12/10/1989)'],β' πειραιως,['βουλευτης'],male," Κυρία Πρόεδρε, σε ανάλογες περιπτώσεις κατά το παρελθόν..."
δαμανακη θεοδωρου μαρια,08/07/1989,period 5,session 1,sitting 6,συνασπισμος της αριστερας των κινηματων και της οικολογιας,['τζαννετακη τζαννη(02/07/1989-12/10/1989)'],β' αθηνων,['α αντιπροεδρος βουλης(07/04/1989-21/11/1989)'],female," Παρακαλώ, αναφερθείτε σε συγκεκριμένη διάταξη του Κανονισμού και όχι σε ανάλογες περιπτώσεις.ΣΕΛΙΔΑ 0083"
βουγιουκλακης ιωαννη ηλιας,08/07/1989,period 5,session 1,sitting 6,νεα δημοκρατια,['τζαννετακη τζαννη(02/07/1989-12/10/1989)'],β' πειραιως,['βουλευτης'],male," Μάλιστα. Σε ανάλογες περιπτώσεις κατά το παρελθόν, γινόταν μείωση του χρόνου ομιλίας για να ομιλούν περισσότεροι Βουλευτές. Πιστεύω ότι είναι καλύτερη η πολυφωνία, αφαιρώντας ένα μέρος από το χρόνο που δικαιούνται να ομιλούν οι Βουλευτές , παρά η ολιγοφωνία προσθέτοντας χρόνο σε ορισμένους ομιλητές. Κυρία Πρόεδρε, είναι γραμμένοι περισσότεροι από 70 ομιλητές και μέχρι αυτήν τη στιγμή δεν έχουν μιλήσει περισσότεροι από 10 Βουλευτές. Προτείνω, να μειωθεί ο χρόνος στα 10 λεπτά από τα 20 λεπτά , για να μπορέσουν να μιλήσουν περισσότεροι Βουλευτές και να εκφρασθούν έτσι περισσότερες απόψεις."
δαμανακη θεοδωρου μαρια,08/07/1989,period 5,session 1,sitting 6,συνασπισμος της αριστερας των κινηματων και της οικολογιας,['τζαννετακη τζαννη(02/07/1989-12/10/1989)'],β' αθηνων,['α αντιπροεδρος βουλης(07/04/1989-21/11/1989)'],female," Κύριε συνάδελφε, εφαρμόζεται ο Κανονισμός, ο οποίος ισχύει για τη λειτουργία των Εργασιών του Σώματος. Η πρότασή σας για να γίνει δεκτή, πρέπει να γίνει δεκτή από την πλειοψηφία του Σώματος και μετά από συνεννόηση του Προεδρείου με τα Κόμματα. Παρακαλώ να συνεννοηθείτε και με το Κόμμα σας και αν υπάρχει τέτοια πρόταση θα την δούμε."
μητσοτακης κυριακου κωνσταντινος,08/07/1989,period 5,session 1,sitting 6,νεα δημοκρατια,['τζαννετακη τζαννη(02/07/1989-12/10/1989)'],α' θεσσαλονικης,"['αρχηγος αξιωματικης αντιπολιτευσης(09/01/1984-10/12/1989)', 'αρχηγος κομματος:προεδρος νεας δημοκρατιας(09/01/1984-11/03/1993)']",male," Κυρία Πρόεδρε, παρακαλώ το λόγο."
δαμανακη θεοδωρου μαρια,08/07/1989,period 5,session 1,sitting 6,συνασπισμος της αριστερας των κινηματων και της οικολογιας,['τζαννετακη τζαννη(02/07/1989-12/10/1989)'],β' αθηνων,['α αντιπροεδρος βουλης(07/04/1989-21/11/1989)'],female," Ορίστε, κύριε Μητσοτάκη, έχετε το λόγο."
μητσοτακης κυριακου κωνσταντινος,08/07/1989,period 5,session 1,sitting 6,νεα δημοκρατια,['τζαννετακη τζαννη(02/07/1989-12/10/1989)'],α' θεσσαλονικης,"['αρχηγος αξιωματικης αντιπολιτευσης(09/01/1984-10/12/1989)', 'αρχηγος κομματος:προεδρος νεας δημοκρατιας(09/01/1984-11/03/1993)']",male," Θα κάνω μία σύντομη διευκρίνηση. Θα ομιλήσω στη συνέχεια, για να ανακεφαλαιώσω ορισμένες σκέψεις. Αλλά θα ήθελα να δώσω αμέσως μία απάντηση στον κ. Πεπονή. Όταν μίλησα, κύριε Πεπονή, περί ασφυκτικών προθεσμιών το πρόβλημα που ετίθετο ήτο, πότε θα έλθουν προς συζήτηση οι προτάσεις που υπεβλήθησαν χθες, όχι ποιο ρυθμό θα πάρει η όλη διαδικασία. Και είπα στον Πρόεδρο να συνεννοηθεί, στην ουσία με τα υπόλοιπα Κόμματα και νομίζω ότι ευρέθη ακριβώς η λύση την οποία εσείς προτείνατε."
δαμανακη θεοδωρου μαρια,08/07/1989,period 5,session 1,sitting 6,συνασπισμος της αριστερας των κινηματων και της οικολογιας,['τζαννετακη τζαννη(02/07/1989-12/10/1989)'],β' αθηνων,['α αντιπροεδρος βουλης(07/04/1989-21/11/1989)'],female, Ο κ. Υπουργός Προεδρίας της Κυβερνήσεως): έχει το λόγο.
κανελλοπουλος πετρου αθανασιος,08/07/1989,period 5,session 1,sitting 6,νεα δημοκρατια,['τζαννετακη τζαννη(02/07/1989-12/10/1989)'],ηλειας,['υπουργος προεδριας της κυβερνησης(07/02/1989-10/12/1989)'],male," Δύο λόγια μόνο θα πω. Έκανα μία πλήρη κατά το δυνατόν ανάλυση του πολιτικού προβλήματος, προσπάθησα να δικαιώσω τον σχηματισμό αυτής της Κυβέρνησης και εν συνεχεία να ξεκαθαρίσω τους αντικειμενικούς σκοπούς. Από όλα αυτά βρήκε να απαντήσει ο κ. Πεπονής, ότι τάχα είναι υπερβολή, ότι μπαίνουμε με αυτήν την Κυβέρνηση, με αυτήν τη λύση και με αυτήν την προοπτική, από την πολιτική μας προϊστορία του παρελθόντος στην ιστορία. Μάλιστα, κύριε Κοινοβουλευτικέ Εκπρόσωπε, ελπίζουμε να μπούμε έστω και αν εσείς το αρνείσθε και θα το πετύχουμε και θα φύγουμε από τον δικό σας μεσιανισμό για να ξαναμπούμε στη διαφώτιση που είναι αναγκαία για τον ελληνικό Λαό. Όσον αφορά την παρατήρησή σας για τους μετακλητούς υπαλλήλους, θα ήθελα να πω το εξής: Σας είναι γνωστό ότι με την έννοια μετακλητοί υπάλληλοι λέμε όλους εκείνους, οι οποίοι για πολιτικούς λόγους και με πολιτική εμπιστοσύνη αναλαμβάνουν ορισμένες θέσεις. Είναι η έκφραση που χρησιμοποίησε ο δικός σας κ. Κουτσόγιωργας για να επιχειρήσει όσα επεχείρησε. Και αυτό ακριβώς υπαινισόμην. Υπάρχουν πάρα πολλοί που νομίζουν ότι κάνουν εθνική αντίσταση και δεν υποβάλουν τις παραιτήσεις τους. Ανάμεσα σε αυτούς είναι και ο διοικητής της ΑΤΕ, που δημόσια δηλώνει ότι δεν παραιτείται από την θέση ως εάν τοποθετήθηκε εκεί στο κτήμα του πατέρα του. Κατά τα λοιπά για τις ασφυκτικές προθεσμίες απήντησε με σαφήνεια ο Πρόεδρος της Νέας Δημοκρατίας. Εκείνο μόνο που ήθελα να σας πω είναι τούτο: Κάποιο λάθος κάνετε. Η Κυβέρνηση ενδιαφέρεται όσο γίνεται γρηγορότερα να επισπεύσει τη δρομολόγηση της κάθαρσης για να επιτύχει τη διακοπή της παραγραφής. Αυτό είναι το κύριο θέμα της. Δεν επεμβαίνει στο δικαστήριο, δεν έχει την πρόθεση να επέμβει στην απόφαση. Κατά συνέπειαν όλα αυτά δεν περιορίζονται χρονικώς."
πεπονης ιωαννη αναστασιος,08/07/1989,period 5,session 1,sitting 6,πανελληνιο σοσιαλιστικο κινημα,['τζαννετακη τζαννη(02/07/1989-12/10/1989)'],α' αθηνων,['βουλευτης'],male," Παρακαλώ το λόγο, κυρία Πρόεδρε."
δαμανακη θεοδωρου μαρια,08/07/1989,period 5,session 1,sitting 6,συνασπισμος της αριστερας των κινηματων και της οικολογιας,['τζαννετακη τζαννη(02/07/1989-12/10/1989)'],β' αθηνων,['α αντιπροεδρος βουλης(07/04/1989-21/11/1989)'],female," Ορίστε κύριε Πεπονή, για τελευταία φορά ελπίζω."
πεπονης ιωαννη αναστασιος,08/07/1989,period 5,session 1,sitting 6,πανελληνιο σοσιαλιστικο κινημα,['τζαννετακη τζαννη(02/07/1989-12/10/1989)'],α' αθηνων,['βουλευτης'],male," Κυρία Πρόεδρε σε ό,τι αφορά μεν τις ασφυκτικές προθεσμίες η απάντηση του κ. Αρχηγού της Συμπολίτευσης νομίζω ότι υπήρξε μία ευφυής υπεκφυγή στην ουσία του θέματος. Εκείνο που εμείς θέτουμε είναι το εξής: Δεν είναι δυνατό να ξεκινήσει μία διαδικασία αν δεν ολοκληρωθεί. Εκείνο που θέλησα να τονίσω είναι ότι αν υπάρχει ένοχος ή αθώος, αυτό δεν είναι θέμα για το οποίο αποφαίνεται οποιαδήποτε ανακριτική ή προανακριτική διαδικασία. Η ενοχή ή αθωότητα, είναι κάτι το οποίον αποδεικνύεται και απαγγέλλεται στο δικαστήριο. Και το θέμα μας είναι αυτό. Εμείς είμαστε υπέρ της κάθαρσης. Κάθαρση σημαίνει ανάμεσα σε άλλα όπως το αντιλαμβάνεται ο Λαός, καθαρότητα, ξεκαθάρισμα και οδηγούμεθα εμείς στην κάθαρση και επιδιώκουμε την κάθαρση για να υπάρξει ξεκαθάρισμα. Καταγγέλλουμε ότι έχουμε ενδείξεις ότι εσείς δε θέλετε το ξεκαθάρισμα αλλά το σκότος, τη συσκότιση, τη σύγχυση με μέθοδο την λασπολογία, με μέθοδο τη συσκότιση.   Αυτή είναι η άποψή μας. Πρόκειται για άποψη. Όσον αφορά τον αξιότιμο κ. Υπουργό Προεδρίας, ανέφερα ενδεικτικά, κύριε Κανελλόπουλε, ορισμένα σημεία τα οποία απέδειξαν ότι γοητευθήκατε πολύ από τη δύναμη τη λεκτική και οδηγηθήκατε σε ανακρίβειες. Διότι ομιλείτε περί μετακλητών υπαλλήλων και αφού γενικεύετε τον όρο γνωρίζοντας ότι ακυριολεκτείτε, τελικά δεν έχετε παρά να μας πείτε το περίφημο θέμα ενός προσώπου μέσα εκατοντάδες προσώπων τα οποία επιμόνως παραιτούνται ..."
κανελλοπουλος πετρου αθανασιος,08/07/1989,period 5,session 1,sitting 6,νεα δημοκρατια,['τζαννετακη τζαννη(02/07/1989-12/10/1989)'],ηλειας,['υπουργος προεδριας της κυβερνησης(07/02/1989-10/12/1989)'],male, Έχω εκατοντάδες και αν θέλετε να σας τα προσκομίσω.
πεπονης ιωαννη αναστασιος,08/07/1989,period 5,session 1,sitting 6,πανελληνιο σοσιαλιστικο κινημα,['τζαννετακη τζαννη(02/07/1989-12/10/1989)'],α' αθηνων,['βουλευτης'],male, ... και οι παραιτήσεις τους δε γίνονται αποδεκτές.
κανελλοπουλος πετρου αθανασιος,08/07/1989,period 5,session 1,sitting 6,νεα δημοκρατια,['τζαννετακη τζαννη(02/07/1989-12/10/1989)'],ηλειας,['υπουργος προεδριας της κυβερνησης(07/02/1989-10/12/1989)'],male," Επαναλαμβάνω, ότι έχω εκατοντάδες και θα σας τα προσκομίσω."
πεπονης ιωαννη αναστασιος,08/07/1989,period 5,session 1,sitting 6,πανελληνιο σοσιαλιστικο κινημα,['τζαννετακη τζαννη(02/07/1989-12/10/1989)'],α' αθηνων,['βουλευτης'],male, Να τα προσκομίσετε. Εγώ πάντως σας λέγω ότι είναι εκατοντάδες εκείνοι οι οποίοι επιμόνως παραιτούνται και οι παραιτήσεις τους δε γίνονται αποδεκτές. Αναφαίρετο δικαίωμα του Υπουργού.
κανελλοπουλος πετρου αθανασιος,08/07/1989,period 5,session 1,sitting 6,νεα δημοκρατια,['τζαννετακη τζαννη(02/07/1989-12/10/1989)'],ηλειας,['υπουργος προεδριας της κυβερνησης(07/02/1989-10/12/1989)'],male," Είναι οι παραιτούμενοι εκατοντάδες, αλλά οι διορισθέντες είναι χιλιάδες.  "
